num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status
12,161.0000,2,7,10,0,1,6,0,42,1126375,1,42,42,1,0.94409938,1
12,73.0000,0,0,18,0,2,3,0,0,1126441,1,0,0,1,0.57534247,1
6,59.0000,0,1,13,1,2,5,0,42,1126466,1,42,42,1,0.72881356,1
11,63.0000,11,6,18,0,3,5,10,0,1126482,1,0,10,1,0.95238095,1
9,73.0000,2,0,10,0,2,6,0,0,1126490,1,0,0,1,0.68493151,1
10,143.0000,5,7,15,2,4,6,45,0,1126607,1,0,45,1,0.93006993,1
12,77.0000,0,0,17,0,4,14,50,30,1126656,1,30,80,1,0.50649351,1
12,44.0000,1,11,15,0,2,4,0,0,1126664,1,0,0,1,0.75000000,1
12,200.0000,2,2,15,3,3,5,0,55,1126698,1,55,55,1,0.56500000,1
9,38.0000,0,0,9,2,1,1,0,0,1126706,1,0,0,1,0.78947368,3
8,152.0000,0,0,18,1,2,5,40,0,1126805,1,0,40,1,0.92763158,1
10,47.0000,0,0,11,2,2,3,0,0,1126813,1,0,0,1,0.89361702,1
2,82.0000,0,0,12,0,1,3,0,40,1126821,1,40,40,1,0.92682927,2
10,32.0000,0,0,13,1,4,10,80,45,1126847,1,45,125,0,0.37500000,2
10,20.0000,0,10,14,0,2,4,45,49,1126854,1,49,94,1,0.65000000,1
10,194.0000,2,0,12,0,4,7,40,58,1126946,1,58,98,0,0.42268041,1
10,31.0000,0,0,15,0,1,3,0,40,1126961,1,40,40,0,0.41935484,1
12,111.0000,9,6,19,1,4,11,40,0,1126987,1,0,40,1,0.84684685,1
9,159.0000,7,2,15,0,2,3,0,0,1127001,1,0,0,1,0.83647799,1
10,31.0000,0,2,15,0,1,4,0,0,1127084,1,0,0,1,0.83870968,1
14,30.0000,2,3,19,0,2,11,52,40,1127134,1,40,92,0,0.43333333,1
16,50.0000,0,1,18,0,4,9,40,40,1127167,1,40,80,1,0.88000000,1
5,37.0000,0,4,16,0,2,4,0,20,1127183,1,20,20,0,0.18918919,1
7,81.0000,0,0,12,1,2,7,0,58,1127191,1,58,58,0,0.43209877,1
9,126.0000,4,13,19,0,2,9,40,40,1127290,1,40,80,1,0.80158730,1
13,139.0000,0,0,15,2,3,9,45,25,1127357,1,25,70,1,0.89208633,1
14,217.0000,0,0,17,1,4,10,65,40,1127464,1,40,105,1,0.78341014,1
8,39.0000,0,0,17,1,2,4,0,40,1127498,1,40,40,0,0.43589744,1
14,184.0000,0,5,17,0,2,7,45,40,1127530,1,40,85,1,0.74456522,1
8,122.0000,6,16,10,1,3,3,40,25,1127563,1,25,65,1,0.62295082,1
11,121.0000,8,0,18,0,4,9,50,30,1127571,1,30,80,1,0.58677686,1
6,149.0000,0,0,13,0,2,9,55,50,1127621,1,50,105,0,0.23489933,1
2,79.0000,16,7,15,1,2,1,0,25,1127639,1,25,25,0,0.49367089,2
13,504.0000,11,16,13,1,6,6,45,0,1127647,1,0,45,1,0.76587302,1
18,79.0000,2,0,18,0,2,1,53,0,1127670,1,0,53,1,0.70886076,1
10,46.0000,1,3,16,0,3,7,60,38,1127738,1,38,98,1,0.56521739,1
11,6.0000,0,0,16,0,4,5,32,0,1127746,1,0,32,1,0.83333333,1
12,245.0000,10,3,17,0,4,9,60,40,1127761,1,40,100,1,0.64081633,1
11,402.0000,5,25,10,0,5,6,45,0,1127860,1,0,45,1,0.83333333,1
11,134.0000,0,9,14,0,2,3,45,2,1127902,1,2,47,1,0.91791045,1
13,76.0000,0,6,17,0,2,7,48,40,1127910,1,40,88,0,0.06578947,1
9,23.0000,0,0,15,1,1,6,0,40,1127985,1,40,40,0,0.21739130,1
8,129.0000,1,13,15,0,4,6,40,40,1128017,1,40,80,1,1.00000000,1
10,281.0000,0,2,20,0,2,14,55,0,1128041,1,0,55,1,0.77935943,1
16,99.0000,0,0,19,1,4,11,40,45,1128066,1,45,85,0,0.49494949,1
6,278.0000,0,0,12,2,5,9,38,40,1128082,1,40,78,0,0.39928058,1
13,310.0000,3,0,10,0,2,5,0,0,1128132,1,0,0,1,0.99677419,1
9,43.0000,0,0,11,1,1,5,0,36,1128140,1,36,36,1,0.93023256,1
10,131.0000,0,1,16,0,3,6,0,40,1128173,1,40,40,1,0.73282443,1
12,47.0000,0,1,16,1,3,11,42,50,1128181,1,50,92,1,0.68085106,1
9,64.0000,4,15,14,0,1,2,0,0,1128199,1,0,0,1,0.87500000,1
12,198.0000,20,41,10,1,2,5,15,0,1128223,1,0,15,1,0.71717172,1
12,174.0000,5,5,15,1,5,2,48,22,1128231,1,22,70,1,0.81609195,1
10,202.0000,0,2,17,1,2,6,0,0,1128256,1,0,0,0,0.44059406,1
9,75.0000,0,12,10,0,1,2,0,0,1128272,1,0,0,1,0.86666667,1
9,52.0000,0,0,11,1,1,7,0,20,1128348,1,20,20,1,0.84615385,2
6,129.0000,7,6,7,2,3,5,40,30,1128371,1,30,70,1,0.74418605,1
10,71.0000,16,1,16,2,4,7,40,25,1128405,1,25,65,1,0.60563380,1
5,115.0000,0,1,11,0,1,4,0,50,1128413,1,50,50,0,0.46086957,2
11,184.0000,2,21,14,0,4,8,40,40,1128421,1,40,80,0,0.22282609,1
15,120.0000,3,2,15,1,4,10,40,40,1128462,1,40,80,1,0.75833333,1
16,156.0000,0,2,19,0,5,7,43,30,1128488,1,30,73,1,0.73717949,1
12,180.0000,4,4,15,1,4,7,40,36,1128504,1,36,76,1,0.71666667,1
3,17.0000,0,0,14,0,1,4,0,40,1128512,1,40,40,1,0.76470588,2
9,135.0000,0,2,19,2,2,6,60,40,1128520,1,40,100,1,0.70370370,1
6,64.0000,1,0,9,0,1,5,0,40,1128579,1,40,40,1,0.92187500,1
10,147.0000,0,5,11,2,2,5,55,40,1128629,1,40,95,1,0.59863946,1
10,87.0000,4,1,16,2,4,10,40,40,1128637,1,40,80,1,0.62068966,1
14,320.0000,16,0,18,1,5,10,40,14,1128652,1,14,54,1,0.75312500,1
3,11.0000,2,0,5,0,1,2,0,20,1128660,1,20,20,1,0.63636364,1
12,56.0000,0,0,21,0,2,5,0,70,1128678,1,70,70,1,0.82142857,1
6,71.0000,0,0,15,0,1,4,0,40,1128694,1,40,40,1,0.78873239,1
13,211.0000,13,25,17,1,4,5,40,10,1128702,1,10,50,1,0.88625592,1
6,53.0000,0,0,12,0,1,1,0,0,1128777,1,0,0,1,0.66037736,1
10,52.0000,2,1,14,1,3,9,50,0,1128785,1,0,50,1,0.88461538,1
11,366.0000,6,1,15,1,4,5,46,60,1128801,1,60,106,1,0.68579235,2
12,126.0000,1,0,17,0,4,11,40,40,1128827,1,40,80,1,0.73015873,1
8,30.0000,0,0,17,1,3,9,40,40,1128850,1,40,80,0,0.50000000,1
14,27.0000,0,1,13,0,5,7,50,50,1128868,1,50,100,1,0.55555556,1
12,91.0000,4,0,9,1,4,7,40,20,1128892,1,20,60,0,0.26373626,1
7,56.0000,2,1,9,1,1,3,0,40,1128918,1,40,40,1,0.58928571,1
14,77.0000,0,0,14,1,4,5,40,40,1128967,1,40,80,0,0.27272727,1
12,85.0000,4,1,14,0,2,8,40,0,1129007,1,0,40,0,0.44705882,1
12,63.0000,0,1,15,0,1,4,0,40,1129023,1,40,40,0,0.39682540,2
15,193.0000,3,0,17,2,7,7,40,40,1129049,1,40,80,1,0.84974093,1
12,207.0000,16,30,15,0,4,5,50,0,1129064,1,0,50,1,0.82608696,1
14,45.0000,0,0,12,0,2,11,60,60,1129106,1,60,120,0,0.26666667,1
8,56.0000,11,2,17,0,2,9,55,35,1129148,1,35,90,1,0.85714286,1
12,83.0000,0,0,17,1,4,8,60,40,1129205,1,40,100,0,0.25301205,1
8,85.0000,0,0,11,0,1,6,40,0,1129213,1,0,40,1,0.95294118,2
9,119.0000,2,13,6,0,4,6,0,26,1129239,1,26,26,1,0.75630252,1
8,56.0000,0,0,13,1,2,8,45,40,1129254,1,40,85,1,0.67857143,1
10,275.0000,0,11,13,0,6,7,40,48,1129296,1,48,88,0,0.33090909,1
12,165.0000,2,0,14,1,5,8,50,50,1129304,1,50,100,1,0.72727273,1
9,100.0000,7,1,9,1,2,4,0,0,1129346,1,0,0,1,0.99000000,1
6,64.0000,6,4,15,0,2,5,40,40,1129361,1,40,80,0,0.50000000,1
14,108.0000,0,5,13,2,2,7,50,48,1129403,1,48,98,1,0.86111111,2
12,137.0000,4,3,16,1,3,9,40,40,1129536,1,40,80,1,0.67883212,1
7,65.0000,0,3,14,0,5,9,40,37,1129551,1,37,77,1,0.96923077,1
12,483.0000,15,18,13,1,5,5,45,0,1129569,1,0,45,1,0.81987578,1
9,199.0000,4,4,7,2,4,4,0,0,1129577,1,0,0,1,0.65326633,2
12,269.0000,1,13,17,0,3,9,40,40,1129585,1,40,80,0,0.34944238,1
13,235.0000,5,5,17,1,4,10,45,45,1129593,1,45,90,1,0.54893617,1
14,86.0000,0,11,17,0,3,6,40,10,1129601,1,10,50,1,0.79069767,1
14,82.0000,2,0,18,1,4,14,60,45,1129619,1,45,105,0,0.48780488,1
8,130.0000,14,30,17,1,4,5,45,36,1129643,1,36,81,1,0.75384615,1
9,155.0000,9,39,16,1,3,5,40,0,1129668,1,0,40,1,0.88387097,1
14,153.0000,5,7,13,2,3,9,50,30,1129684,1,30,80,1,0.66013072,1
12,200.0000,6,0,16,0,2,3,0,40,1129718,1,40,40,1,0.59500000,1
12,47.0000,0,2,13,0,2,6,40,40,1129726,1,40,80,0,0.27659574,1
10,67.0000,3,1,13,0,3,7,32,40,1129734,1,40,72,0,0.38805970,1
8,24.0000,0,0,12,0,1,4,55,0,1129841,1,0,55,1,0.66666667,2
10,79.0000,0,4,14,0,4,6,40,10,1129866,1,10,50,1,0.78481013,1
10,36.0000,2,0,10,1,4,6,40,40,1129874,1,40,80,1,0.69444444,1
9,130.0000,9,3,13,1,2,7,60,0,1129882,1,0,60,1,0.86923077,1
2,139.0000,3,2,12,0,2,3,0,45,1129890,1,45,45,1,0.82014388,2
13,238.0000,0,0,15,1,3,8,50,45,1129908,1,45,95,1,0.53781513,1
6,238.0000,1,1,18,0,4,7,48,64,1129916,1,64,112,1,0.53361345,1
14,174.0000,0,0,12,0,4,9,40,40,1129965,1,40,80,1,0.87931034,1
2,9.0000,0,2,16,0,1,4,0,40,1129973,1,40,40,1,0.66666667,2
14,248.0000,0,1,15,0,5,9,60,60,1130211,1,60,120,1,0.60483871,1
8,119.0000,0,0,13,2,3,7,0,0,1130229,1,0,0,1,0.57142857,1
12,89.0000,0,0,15,0,2,11,40,50,1130237,1,50,90,1,0.52808989,1
12,60.0000,2,4,10,0,3,5,24,40,1130302,1,40,64,1,0.63333333,1
13,91.0000,11,2,16,0,2,6,45,40,1130351,1,40,85,0,0.10989011,1
6,33.0000,0,0,13,0,1,3,0,49,1130393,1,49,49,1,0.60606061,1
12,212.0000,0,1,13,0,4,8,45,6,1130435,1,6,51,1,0.82547170,1
2,91.0000,2,2,6,0,1,1,0,0,1130468,1,0,0,1,0.73626374,2
10,60.0000,4,3,9,0,2,5,45,0,1130476,1,0,45,1,0.83333333,1
14,30.0000,2,0,14,0,2,8,40,0,1130492,1,0,40,0,0.33333333,1
10,122.0000,0,3,14,0,2,5,0,0,1130559,1,0,0,1,0.90163934,1
14,255.0000,3,2,9,1,4,8,40,45,1130583,1,45,85,1,0.59607843,1
7,511.0000,0,7,15,2,7,7,40,30,1130682,1,30,70,1,0.50684932,1
14,300.0000,0,1,13,2,4,5,40,15,1130690,1,15,55,1,0.73333333,1
10,161.0000,0,0,12,0,2,2,0,40,1130708,1,40,40,0,0.44720497,1
10,43.0000,0,0,10,2,2,10,50,0,1130732,1,0,50,1,0.67441860,1
12,87.0000,0,1,15,0,3,13,45,20,1130765,1,20,65,1,0.91954023,1
7,18.0000,1,1,15,0,2,5,0,50,1130807,1,50,50,0,0.50000000,2
12,123.0000,0,0,12,0,2,3,0,0,1130815,1,0,0,1,0.80487805,2
4,91.0000,0,1,7,0,1,2,0,40,1130823,1,40,40,0,0.28571429,2
12,96.0000,0,0,14,4,2,7,50,40,1130831,1,40,90,1,0.67708333,1
10,30.0000,0,3,17,0,2,9,40,40,1130864,1,40,80,1,0.70000000,1
11,125.0000,6,0,14,0,2,5,50,30,1130906,1,30,80,1,0.58400000,1
10,296.0000,1,1,13,1,6,11,50,0,1130930,1,0,50,1,0.92567568,2
10,52.0000,12,8,8,0,1,2,0,0,1130997,1,0,0,1,0.84615385,1
8,44.0000,0,8,14,1,2,10,50,35,1131011,1,35,85,1,0.95454545,1
7,126.0000,1,0,9,4,4,10,45,45,1131052,1,45,90,1,0.61111111,1
10,175.0000,6,10,17,0,3,6,50,60,1131060,1,60,110,1,0.62857143,1
7,19.0000,0,0,7,1,1,5,0,0,1131078,1,0,0,1,0.52631579,1
14,62.0000,0,0,15,2,4,9,45,40,1131102,1,40,85,1,0.58064516,1
10,180.0000,7,6,12,0,2,3,0,0,1131128,1,0,0,0,0.45555556,1
12,165.0000,0,0,8,0,5,8,40,40,1131136,1,40,80,0,0.49696970,1
12,132.0000,0,2,14,0,2,9,40,0,1131151,1,0,40,1,0.75757576,1
14,235.0000,0,1,17,1,7,12,45,0,1131169,1,0,45,1,0.72765957,1
8,135.0000,10,3,8,0,2,4,0,0,1131185,1,0,0,1,0.69629630,1
10,67.0000,0,0,10,1,2,3,24,0,1131193,1,0,24,1,0.83582090,1
14,191.0000,7,14,19,1,2,8,40,40,1131243,1,40,80,1,0.98429319,1
8,52.0000,0,10,12,0,3,6,40,40,1131250,1,40,80,1,0.94230769,1
5,35.0000,0,0,6,0,2,7,48,50,1131300,1,50,98,1,0.74285714,2
11,228.0000,0,2,17,0,3,11,45,0,1131342,1,0,45,0,0.42982456,1
7,318.0000,5,2,15,0,4,3,40,0,1131367,1,0,40,0,0.44654088,1
12,254.0000,0,4,15,0,3,9,50,40,1131375,1,40,90,1,0.88188976,1
10,153.0000,1,7,11,0,3,9,48,2,1131409,1,2,50,1,0.72549020,1
10,71.0000,4,0,12,1,3,5,60,30,1131417,1,30,90,1,0.60563380,1
14,118.0000,3,2,16,0,3,7,40,20,1131425,1,20,60,1,0.57627119,1
10,135.0000,0,1,15,1,1,4,0,0,1131433,1,0,0,1,0.79259259,1
12,14.0000,1,0,7,2,1,5,0,40,1131466,1,40,40,0,0.35714286,1
14,261.0000,0,0,12,0,3,5,0,0,1131516,1,0,0,1,0.80459770,1
8,80.0000,5,0,7,0,2,2,25,15,1131581,1,15,40,1,1.00000000,2
12,152.0000,5,4,14,1,6,6,40,35,1131615,1,35,75,0,0.41447368,1
10,165.0000,0,26,6,0,2,2,0,0,1131664,1,0,0,1,0.83636364,1
10,175.0000,0,0,14,3,5,6,24,53,1131672,1,53,77,1,0.74857143,1
14,238.0000,4,3,14,1,2,8,45,20,1131714,1,20,65,1,0.86554622,1
6,163.0000,5,1,12,0,2,3,0,40,1131755,1,40,40,1,0.72392638,2
2,135.0000,4,1,12,0,3,2,0,40,1131763,1,40,40,1,0.69629630,2
4,77.0000,4,4,11,0,2,2,0,0,1131805,1,0,0,1,0.70129870,2
10,217.0000,0,0,7,0,4,7,45,28,1131813,1,28,73,0,0.45161290,1
16,158.0000,0,8,16,1,4,14,50,0,1131920,1,0,50,1,0.81645570,1
8,79.0000,6,2,17,0,2,7,40,40,1131938,1,40,80,1,0.54430380,2
10,89.0000,0,8,11,0,3,6,70,16,1132100,1,16,86,1,0.64044944,2
10,335.0000,19,78,14,3,3,6,0,40,1132126,1,40,40,1,0.78805970,1
11,131.0000,0,3,14,1,2,8,40,40,1132142,1,40,80,1,0.77862595,1
8,194.0000,5,3,15,0,4,8,44,22,1132183,1,22,66,1,0.74226804,1
2,52.0000,0,3,8,0,1,2,0,0,1132324,1,0,0,1,0.78846154,2
3,80.0000,10,0,9,0,2,5,0,0,1132365,1,0,0,1,0.71250000,1
11,83.0000,0,0,11,0,4,5,45,40,1132373,1,40,85,1,0.56626506,1
14,140.0000,0,3,13,0,3,9,55,35,1132381,1,35,90,1,0.77857143,1
11,150.0000,1,0,15,0,5,5,40,20,1132399,1,20,60,0,0.44000000,1
10,9.0000,1,0,10,0,1,2,0,0,1132407,1,0,0,1,1.00000000,1
14,160.0000,4,3,21,1,4,6,48,40,1132423,1,40,88,1,0.68125000,1
12,66.0000,0,0,17,2,2,6,0,40,1132449,1,40,40,1,0.54545455,1
6,17.0000,0,0,11,1,1,5,0,36,1132456,1,36,36,0,0.41176471,2
10,242.0000,1,3,13,1,5,11,44,35,1132498,1,35,79,1,0.96280992,1
9,147.0000,7,3,10,0,4,7,40,24,1132506,1,24,64,1,0.91156463,1
14,348.0000,0,1,12,1,3,8,40,45,1132555,1,45,85,0,0.29597701,1
2,122.0000,0,7,13,0,1,3,0,40,1132613,1,40,40,1,0.78688525,2
7,133.0000,0,1,12,1,2,5,0,40,1132621,1,40,40,1,0.73684211,1
10,115.0000,2,17,10,0,2,6,40,37,1132639,1,37,77,1,0.80869565,1
10,88.0000,0,0,6,2,2,3,0,0,1132670,1,0,0,1,0.73863636,1
14,98.0000,5,5,17,1,4,7,40,15,1132803,1,15,55,1,0.85714286,1
14,87.0000,2,12,14,1,4,8,50,20,1132951,1,20,70,0,0.16091954,1
8,237.0000,13,9,12,0,3,5,40,40,1132969,1,40,80,1,0.67510549,1
13,573.0000,0,0,16,2,2,10,40,40,1132993,1,40,80,0,0.28621291,3
10,113.0000,0,0,15,1,4,8,40,40,1133041,1,40,80,1,0.64601770,1
12,117.0000,0,1,13,1,4,9,40,40,1133090,1,40,80,1,0.66666667,1
5,352.0000,0,2,10,2,2,4,0,40,1133108,1,40,40,1,0.76988636,1
7,94.0000,17,8,7,0,2,3,0,0,1133124,1,0,0,1,0.84042553,2
10,89.0000,3,0,16,0,2,6,0,40,1133132,1,40,40,0,0.21348315,1
12,248.0000,0,2,19,3,3,10,45,0,1133140,1,0,45,1,0.72177419,1
10,74.0000,1,1,15,1,3,5,48,23,1133157,1,23,71,0,0.33783784,1
5,84.0000,0,0,11,1,2,4,0,40,1133165,1,40,40,0,0.40476190,1
12,184.0000,4,3,18,1,4,6,40,22,1133199,1,22,62,1,0.76086957,1
18,152.0000,2,0,17,1,4,11,55,32,1133207,1,32,87,0,0.46052632,1
12,44.0000,2,4,19,1,2,6,40,40,1133249,1,40,80,1,0.95454545,1
4,69.0000,4,0,9,0,2,2,0,0,1133256,1,0,0,1,0.79710145,2
5,61.0000,0,0,5,0,1,2,0,40,1133264,1,40,40,0,0.42622951,2
7,402.0000,2,3,12,1,2,2,0,30,1133272,1,30,30,1,0.85572139,2
11,210.0000,0,2,13,1,4,9,40,40,1133306,1,40,80,0,0.49047619,1
8,161.0000,0,4,13,2,1,7,0,40,1133314,1,40,40,1,0.78881988,1
10,104.0000,0,18,14,0,3,5,37,25,1133348,1,25,62,1,0.69230769,1
12,53.0000,4,3,10,0,2,6,20,25,1133355,1,25,45,1,0.60377358,1
10,175.0000,1,2,14,1,3,3,0,45,1133371,1,45,45,1,0.50285714,2
10,198.0000,0,1,16,1,6,9,45,30,1133389,1,30,75,1,0.57070707,1
14,68.0000,0,12,13,2,2,9,0,50,1133397,1,50,50,1,0.88235294,1
12,328.0000,0,0,11,0,4,7,40,0,1133413,1,0,40,0,0.43902439,1
11,125.0000,0,0,16,0,2,5,0,0,1133421,1,0,0,1,0.85600000,1
12,271.0000,5,4,21,1,2,7,0,40,1133488,1,40,40,0,0.43911439,1
6,110.0000,30,2,7,0,2,6,0,30,1133520,1,30,30,1,0.85454545,1
12,158.0000,1,3,13,0,2,12,50,40,1133538,1,40,90,0,0.33544304,1
12,187.0000,6,0,15,0,1,7,0,40,1133587,1,40,40,1,0.91443850,1
8,303.0000,2,4,12,1,4,4,40,36,1133603,1,36,76,1,0.68316832,1
8,162.0000,3,4,15,0,4,6,45,0,1133611,1,0,45,1,0.73456790,1
12,122.0000,0,0,19,0,2,10,50,40,1133637,1,40,90,0,0.36885246,1
14,185.0000,7,11,17,0,3,8,40,38,1133660,1,38,78,1,0.92432432,1
12,139.0000,3,15,17,2,4,5,40,32,1133694,1,32,72,1,0.74820144,1
12,126.0000,0,0,12,2,4,5,40,12,1133744,1,12,52,1,0.73015873,1
8,58.0000,3,10,12,0,2,3,35,16,1133769,1,16,51,0,0.48275862,1
9,144.0000,0,0,14,0,2,8,55,38,1133785,1,38,93,1,0.58333333,1
10,291.0000,0,0,16,1,4,4,40,12,1133793,1,12,52,1,0.61512027,1
14,225.0000,0,0,18,2,4,11,40,40,1133827,1,40,80,0,0.46666667,1
13,58.0000,8,1,14,0,2,10,40,32,1133850,1,32,72,1,0.89655172,1
12,49.0000,0,0,14,0,4,5,40,0,1133884,1,0,40,1,0.65306122,1
12,146.0000,15,3,17,0,4,9,40,40,1133918,1,40,80,0,0.31506849,1
9,113.0000,0,3,17,1,3,3,0,40,1133926,1,40,40,1,0.69026549,1
10,37.0000,5,3,6,1,2,3,0,0,1133934,1,0,0,1,0.94594595,1
12,108.0000,0,0,12,0,2,1,40,20,1133983,1,20,60,1,0.73148148,1
12,142.0000,2,4,16,1,3,5,0,50,1133991,1,50,50,1,0.66197183,1
16,89.0000,0,7,19,2,3,4,50,35,1134098,1,35,85,1,0.55056180,1
14,320.0000,9,9,17,0,4,5,40,0,1134106,1,0,40,1,0.99375000,1
11,92.0000,9,3,12,0,2,4,50,45,1134130,1,45,95,1,0.96739130,1
16,219.0000,0,12,16,1,4,9,40,40,1134163,1,40,80,1,0.63470320,1
8,55.0000,4,0,10,0,2,2,0,27,1134171,1,27,27,0,0.38181818,1
11,113.0000,0,3,19,1,4,11,40,30,1134189,1,30,70,1,0.65486726,1
12,139.0000,17,10,17,2,4,6,40,40,1134270,1,40,80,0,0.46043165,1
10,255.0000,10,0,9,0,4,7,40,40,1134296,1,40,80,1,0.60000000,1
12,71.0000,0,6,13,0,6,2,0,40,1134304,1,40,40,1,0.94366197,1
12,80.0000,0,1,12,0,4,4,60,0,1134338,1,0,60,1,0.78750000,1
10,57.0000,0,2,18,1,2,6,50,25,1134379,1,25,75,1,0.73684211,1
14,173.0000,2,9,15,0,4,8,42,42,1134387,1,42,84,1,0.63005780,1
12,79.0000,0,2,16,0,2,10,40,40,1134395,1,40,80,1,0.96202532,1
6,464.0000,18,25,13,1,4,4,40,32,1134411,1,32,72,0,0.17241379,1
11,110.0000,0,0,17,0,4,6,40,40,1134437,1,40,80,1,0.74545455,1
4,31.0000,4,1,14,1,1,5,0,45,1134478,1,45,45,1,0.83870968,2
12,23.0000,5,11,15,0,2,4,0,0,1134486,1,0,0,1,0.86956522,1
12,86.0000,0,5,18,2,4,7,40,40,1134494,1,40,80,1,0.69767442,1
12,127.0000,0,0,16,2,2,13,40,60,1134569,1,60,100,1,0.63779528,1
10,53.0000,0,0,14,0,4,6,65,40,1134601,1,40,105,1,0.50943396,1
12,256.0000,0,1,17,1,4,8,58,28,1134650,1,28,86,1,0.78906250,1
12,48.0000,6,0,14,1,2,5,0,24,1134676,1,24,24,1,0.75000000,1
8,310.0000,0,5,15,0,3,6,24,40,1134684,1,40,64,0,0.22903226,1
11,43.0000,6,2,13,0,4,5,0,0,1134692,1,0,0,1,0.51162791,1
8,162.0000,3,4,16,0,4,8,50,37,1134718,1,37,87,0,0.38888889,1
11,100.0000,4,0,12,0,2,5,40,0,1134734,1,0,40,0,0.46000000,1
11,106.0000,9,8,20,1,4,9,40,25,1134742,1,25,65,1,0.83962264,1
10,128.0000,0,0,14,2,3,5,35,35,1134890,1,35,70,0,0.39062500,1
12,89.0000,9,3,9,0,1,4,0,40,1135004,1,40,40,1,0.84269663,1
11,81.0000,0,0,15,0,2,4,20,25,1135079,1,25,45,0,0.14814815,1
12,201.0000,31,27,10,1,5,6,45,32,1135087,1,32,77,1,0.86069652,1
10,68.0000,0,0,13,2,2,6,40,45,1135095,1,45,85,1,0.75000000,1
10,77.0000,0,5,13,0,3,10,50,37,1135145,1,37,87,1,0.51948052,1
7,115.0000,0,0,13,2,3,5,0,0,1135251,1,0,0,1,0.61739130,1
10,168.0000,4,0,14,0,3,5,40,30,1135285,1,30,70,1,0.55357143,1
9,32.0000,0,0,12,0,1,4,0,0,1135319,1,0,0,1,0.81250000,1
9,117.0000,0,0,9,1,4,2,9,0,1135335,1,0,9,1,0.92307692,2
